Location,Trainer,Pokemon,Level,Item,Move 1,Move 2,Move 3,Move 4,EXP
Route 17,Biker BIKER (8) JOEL,Lickitung,83,Focus Band,Thunderbolt,Ice Beam,Earthquake,Double Edge,2258
,,Parasect,86,Quick Claw,Spore,Leech Life,Hidden Power (Rock),Double Edge,2358
,,Hitmonchan,83,Berserk Gene,Hi Jump Kick,Rock Slide,Earthquake,Mach Punch,2490
,,Hypno,85,Miracleberry,Hypnosis,Psychic M,Shadow Ball,Hidden Power (Water),3005
,,Magneton,85,Miracle Seed,Thunderbolt,Hidden Power (Grass),Tri Attack,Thunder Wave,2932
,,,,,,,,,
(immediate),Biker BIKER (9) GLENN,Blastoise,85,Leftovers,Waterfall,Ice Beam,Earthquake,Hidden Power (Electric),3825
,,Arbok,85,Leftovers,Sludge Bomb,Earthquake,Giga Drain,Glare,2677
,,Dunsparce,85,Pink Bow,Glare,Return,Earthquake,Rock Slide,2276
,,Murkrow,86,Miracleberry,Sky Attack,Faint Attack,Hidden Power (Fighting),Quick Attack,1971
,,,,,,,,,
,,,,,,,,,
(immediate),Biker BIKER (6) CHARLES,Electabuzz,85,Magnet,Thunderbolt,Fire Punch,Ice Punch,Cross Chop,2841
,,Donphan,82,Berserk Gene,Earthquake,Rock Slide,Return,Hidden Power (Flying),3321
,,Muk,85,Leftovers,Shadow Ball,Fire Blast,Giga Drain,Explosion,2859
,,Houndoom,85,Blackglasses,Flamethrower,Crunch,Iron Tail,Hidden Power (Grass),3715
,,,,,,,,,
,,,,,,,,,
Celadon City,Lass LASS (9) MICHELLE,Dugtrio,85,Hard Stone,Earthquake,Ancientpower,Sludge Bomb,Double Edge,2786
,,Jumpluff,85,Leftovers,Sleep Powder,Giga Drain,Hidden Power (Fire),Substitute,3205
,,Dewgong,86,Leftovers,Waterfall,Ice Beam,Hidden Power (Grass),Protect,3243
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
(immediate),Picnicker PICNICKER (19) TANYA,Victreebel,85,Miracleberry,Sleep Powder,Hidden Power (Fire),Petal Dance,Sludge Bomb,3478
,,Lapras,85,Miracleberry,Waterfall,Ice Beam,Thunderbolt,Psychic M,3988
,,Crobat,86,Leftovers,Sludge Bomb,Giga Drain,Hypnosis,Hidden Power (Fire),3759
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Beauty BEAUTY (14) JULIA,Mantine,86,Leftovers,Waterfall,Confuse Ray,Hidden Power (Electric),Ice Beam,3096
,,Sandslash,86,Soft Sand,Earthquake,Rock Slide,Metal Claw,Double Edge,3003
,,Vileplume,86,Miracleberry,Sleep Powder,Petal Dance,Sludge Bomb,Hidden Power (Fire),3390
,,Persian,86,Pink Bow,Return,Shadow Ball,Iron Tail,Thunderbolt,2727
,,,,,,,,,
,,,,,,,,,
(immediate),Twins TWINS (5) JO & ZOE,Sudowoodo,85,Hard Stone,Ancientpower,Earthquake,Double Edge,Explosion,2458
,,Bellossom,86,Leftovers,Sleep Powder,Double Team,Giga Drain,Hidden Power (Ice),3390
,,Wigglytuff,86,Leftovers,Return,Ice Beam,Thunderbolt,Psychic M,2008
,,Rapidash,86,Charcoal,Fire Blast,Iron Tail,Double Edge,Hi Jump Kick,3538
,,,,,,,,,
,,,,,,,,,
,Erika ERIKA (1) ERIKA,Meganium,87,Brightpowder,Giga Drain,Ancientpower,Earthquake,Leech Seed,3877
,,Politoed,87,Miracleberry,Lovely Kiss,Hydro Pump,Ice Beam,Earthquake,3448
,,Snorlax,86,Leftovers,Body Slam,Earthquake,Lovely Kiss,Shadow Ball,2838
,,Exeggutor,87,Quick Claw,Ancientpower,Sleep Powder,Giga Drain,Psychic M,3952
,,Celebi,87,Leftovers,Psychic M,Giga Drain,Ancientpower,Hidden Power (Fire),1193
,,Tangela,87,Miracleberry,Ancientpower,Giga Drain,Earthquake,Hidden Power (Fire),3094
Route 10,Hiker HIKER (17) JIM,Hitmontop,84,Focus Band,Hi Jump Kick,Earthquake,Counter,Quick Attack,2484
,,Jolteon,85,Miracleberry,Thunderbolt,Hidden Power (Ice),Crunch,No Move,3588
,,Magmar,85,Leftovers,Flamethrower,Psychic M,Thunderpunch,Cross Chop,3041
,,Rhydon,86,Blackbelt I,Earthquake,Rock Slide,Submission,Hidden Power (Flying),3759
,,Rapidash,86,Charcoal,Fire Blast,Iron Tail,Double Edge,Hidden Power (Rock),3538
,,Magneton,85,Miracle Seed,Thunderbolt,Hidden Power (Grass),Tri Attack,Thunder Wave,2932
Route 9,Picnicker PICNICKER (13) HEIDI,Ninetales,86,Leftovers,Fire Blast,Hidden Power (Grass),Confuse Ray,Psychic M,3280
,,Jumpluff,86,Leftovers,Leech Seed,Substitute,Sleep Powder,Sky Attack,3243
,,Sneasel,86,Blackglasses,Ice Beam,Crunch,Shadow Ball,Metal Claw,2432
,,Gyarados,85,Gold Berry,Hyper Beam,Waterfall,Hidden Power (Flying),Earthquake,3897
,,,,,,,,,
,,,,,,,,,
(immediate),Hiker HIKER (15) SIDNEY,Dewgong,86,Miracleberry,Waterfall,Attract,Hidden Power (Grass),Ice Beam,3243
,,Dugtrio,86,Hard Stone,Earthquake,Ancientpower,Sludge Bomb,Hidden Power (Flying),2819
,,Arcanine,86,Leftovers,Flamethrower,Extremespeed,Hidden Power (Grass),Iron Tail,3925
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
towards power plant,Camper CAMPER (7) DEAN,Poliwrath,86,Miracleberry,Lovely Kiss,Submission,Earthquake,Ice Beam,3409
,,Girafarig,86,Miracleberry,Psychic M,Earthquake,Return,Shadow Ball,2745
,,Tentacruel,86,Leftovers,Waterfall,Ice Beam,Confuse Ray,Giga Drain,3777
,,Quagsire,86,Leftovers,Waterfall,Earthquake,Ancientpower,Recover,2524
,,Venomoth,85,Quick Claw,Sleep Powder,Giga Drain,Psychic M,Sludge Bomb,2513
,,Furret,89,Pink Bow,Double Edge,Submission,Shadow Ball,Extremespeed,2212
,Camper CAMPER (8) SID,Ampharos,86,Miracleberry,Thunderbolt,Fire Punch,Iron Tail,Hidden Power (Ice),3575
,,Lanturn,87,Leftovers,Thunder Wave,Thunderbolt,Waterfall,Ice Beam,2908
,,Tangela,86,Leftovers,Sleep Powder,Giga Drain,Ancientpower,Hidden Power (Fire),3059
,,Noctowl,88,Miracleberry,Hypnosis,Psychic M,Sky Attack,Hidden Power (Water),3054
,,,,,,,,,
,,,,,,,,,
(immediate),Hiker HIKER (13) TIM,Azumarill,88,Quick Claw,Hydro Pump,Ice Beam,Sing,Hidden Power (Ground),2885
,,Victreebel,86,Leftovers,Sleep Powder,Sludge Bomb,Giga Drain,Hidden Power (Rock),3519
,,Sandslash,86,Soft Sand,Earthquake,Ancientpower,Metal Claw,Submission,3003
,,Dunsparce,87,Miracleberry,Glare,Double Edge,Earthquake,Ancientpower,2330
,,,,,,,,,
,,,,,,,,,
Route 24,GruntM GRUNTM (31) GRUNT,Crobat,87,Leftovers,Confuse Ray,Shadow Ball,Giga Drain,Sky Attack,3803
,,Tyranitar,87,Leftovers,Earthquake,Ancientpower,Ice Beam,Crunch,4064
,,Nidoking,87,Miracleberry,Earthquake,Ice Beam,Thunderbolt,Sludge Bomb,3635
,,Misdreavus,87,Miracleberry,Hypnosis,Psychic M,Hidden Power (Grass),Thunderbolt,2740
,,Tauros,87,Leftovers,Return,Earthquake,Ice Beam,Hidden Power (Flying),3933
,,Dodrio,87,Metal Coat,Sky Attack,Double Edge,Steel Wing,Quick Attack,2945
Route 11,Youngster YOUNGSTER (11) OWEN,Farfetch D,87,Stick,Sky Attack,Steel Wing,Submission,Quick Attack,1752
,,Sneasel,87,Spell Tag,Shadow Ball,Ice Beam,Metal Claw,Surf,2460
,,Lickitung,87,Soft Sand,Double Edge,Earthquake,Flamethrower,Surf,2367
,,Hitmonlee,86,Focus Band,Endure,Reversal,Foresight,Earthquake,2561
,,,,,,,,,
,,,,,,,,,
(immediate),Youngster YOUNGSTER (12) JASON,Rhydon,87,Silverpowder,Earthquake,Megahorn,Double Edge,Ancientpower,3803
,,Crobat,87,Miracle Seed,Confuse Ray,Sky Attack,Giga Drain,Sludge Bomb,3803
,,Miltank,87,Pink Bow,Milk Drink,Body Slam,Attract,Earthquake,3728
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
(immediate),Psychic PSYCHIC_T (4) FIDEL,Mr  Mime,86,Focus Band,Reflect,Light Screen,Swagger,Psychic M,2506
,,Xatu,87,Miracleberry,Steel Wing,Sky Attack,Hypnosis,Dream Eater,3187
,,Slowking,87,Mystic Water,Fire Blast,Waterfall,Psychic M,Earthquake,3057
,,Wigglytuff,87,Pink Bow,Psychic M,Double Edge,Submission,Thunder Wave,2032
,,,,,,,,,
,,,,,,,,,
,Psychic PSYCHIC_T (3) HERMAN,Exeggutor,88,Pink Bow,Giga Drain,Psychic M,Ancientpower,Egg Bomb,3997
,,Slowbro,88,Leftovers,Thunder Wave,Recover,Seismic Toss,Waterfall,3092
,,Jynx,88,Nevermeltice,Lovely Kiss,Psychic M,Ice Beam,Perish Song,2583
,,Misdreavus,88,Leftovers,Pain Split,Thunder Wave,Night Shade,Psychic M,2772
,,,,,,,,,
,,,,,,,,,
Route 2,BugCatcher BUG_CATCHER (2) ROB,Scizor,86,Quick Claw,Metal Claw,Submission,Double Edge,Hidden Power (Bug),3685
,,Scyther,88,Miracleberry,Wing Attack,Hidden Power (Bug),Steel Wing,Slash,3526
,,Parasect,89,Quick Claw,Spore,Leech Life,Giga Drain,Body Slam,2441
,,Beedrill,90,Silverpowder,Megahorn,Sludge Bomb,Double Edge,Giga Drain,3066
,,Ledian,89,Berserk Gene,Sky Attack,Hidden Power (Fighting),Leech Life,Extremespeed,2555
,,,,,,,,,
(immediate),BugCatcher BUG_CATCHER (3) ED,Venomoth,87,Quick Claw,Psychic M,Giga Drain,Sleep Powder,Sludge Bomb,2572
,,Butterfree,87,Brightpowder,Psychic M,Light Screen,Giga Drain,Hidden Power (Fire),2982
,,Pinsir,87,Quick Claw,Double Edge,Rock Slide,Megahorn,Earthquake,3728
,,Heracross,87,Focus Band,Megahorn,Rock Slide,Submission,Earthquake,3728
,,Ariados,86,Berserk Gene,Megahorn,Sludge Bomb,Psychic M,Hidden Power (Rock),2469
,,,,,,,,,
Pewter City Gym,Camper CAMPER (18) JERRY,Omastar,87,Focus Band,Hydro Pump,Ice Beam,Ancientpower,Hidden Power (Electric),3709
perma sandstorm,,Typhlosion,88,Leftovers,Flamethrower,Hidden Power (Grass),Earthquake,Thunderpunch,3941
,,Machamp,88,Blackbelt I,Cross Chop,Rock Slide,Earthquake,Mach Punch,3639
,,Espeon,88,Leftovers,Psychic M,Hidden Power (Water),Psywave,Morning Sun,3714
,,,,,,,,,
,,,,,,,,,
,Brock BROCK (1) BROCK,Aerodactyl,89,Sharp Beak,Ancientpower,Sky Attack,Fire Blast,Earthquake,3852
,,Marowak,90,Thick Club,Earthquake,Ancientpower,Hidden Power (Flying),Body Slam,2391
,,Poliwrath,90,Mint Berry,Submission,Waterfall,Ice Beam,Rest,3567
,,Scizor,90,Quick Claw,Double Edge,Metal Claw,Hidden Power (Bug),Submission,3857
,,Steelix,89,Quick Claw,Rock Slide,Double Edge,Explosion,Earthquake,3738
,,Heracross,90,Leftovers,Megahorn,Submission,Earthquake,Rock Slide,3857
Route 3,Youngster YOUNGSTER (9) WARREN,Fearow,89,Sharp Beak,Drill Peck,Return,Steel Wing,Hidden Power (Ground),3089
gauntlet,,Raticate,92,Leftovers,Double Edge,Shadow Ball,Hidden Power (Fighting),Quick Attack,2286
,,Exeggutor,89,Miracleberry,Sleep Powder,Giga Drain,Psychic M,Selfdestruct,4043
,,Dewgong,89,Leftovers,Waterfall,Ice Beam,Sing,Hidden Power (Electric),3356
,,,,,,,,,
,,,,,,,,,
,Firebreather FIREBREATHER (4) BURT,Octillery,88,Quick Claw,Waterfall,Fire Blast,Sludge Bomb,Double Edge,3092
,,Typhlosion,89,Leftovers,Flamethrower,Earthquake,Thunderpunch,Double Edge,3985
,,Weezing,89,Miracleberry,Sludge Bomb,Thunderbolt,Flamethrower,Hidden Power (Grass),3299
,,Electrode,87,Focus Band,Thunderbolt,Hidden Power (Grass),Explosion,No Move,2796
,,,,,,,,,
,,,,,,,,,
,Firebreather FIREBREATHER (1) OTIS,Magmar,90,Charcoal,Fire Blast,Thunderbolt,Cross Chop,Hidden Power (Grass),3220
,,Slowking,90,Leftovers,Psychic M,Earthquake,Flamethrower,Waterfall,3162
,,Charizard,90,Gold Berry,Flamethrower,Earthquake,Crunch,Thunderpunch,4030
,,Venusaur,90,Miracleberry,Sleep Powder,Giga Drain,Earthquake,Ancientpower,4011
,,,,,,,,,
,,,,,,,,,
Mt. Moon,Rival2 RIVAL2 (1) ?,Alakazam,90,Charcoal,Psychic M,Fire Punch,Ice Punch,Thunderpunch,3587
,,Donphan,90,Brightpowder,Earthquake,Ancientpower,Body Slam,Counter,3645
,,Meganium,91,Miracleberry,Ancientpower,Giga Drain,Earthquake,Leech Seed,4056
,,Muk,90,Quick Claw,Giga Drain,Fire Blast,Sludge Bomb,Explosion,3027
,,Crobat,90,Sharp Beak,Sky Attack,Sludge Bomb,Shadow Ball,Super Fang,3934
,,Jolteon,91,Brightpowder,Thunderbolt,Hidden Power (Grass),Shadow Ball,Thunder Wave,3841
,Rival2 RIVAL2 (2) ?,Alakazam,90,Nevermeltice,Psychic M,Fire Punch,Ice Punch,Thunderpunch,3587
,,Donphan,90,Brightpowder,Earthquake,Ancientpower,Body Slam,Counter,3645
,,Typhlosion,91,Miracleberry,Fire Blast,Thunderpunch,Submission,Earthquake,4075
,,Muk,90,Quick Claw,Giga Drain,Fire Blast,Sludge Bomb,Explosion,3027
,,Crobat,90,Sharp Beak,Sky Attack,Sludge Bomb,Shadow Ball,Super Fang,3934
,,Jolteon,91,Brightpowder,Thunderbolt,Hidden Power (Grass),Shadow Ball,Thunder Wave,3841
,Rival2 RIVAL2 (3) ?,Alakazam,90,Magnet,Psychic M,Fire Punch,Ice Punch,Thunderpunch,3587
,,Donphan,90,Brightpowder,Earthquake,Ancientpower,Body Slam,Counter,3645
,,Feraligatr,91,Miracleberry,Earthquake,Ancientpower,Hydro Pump,Ice Punch,4095
,,Muk,90,Quick Claw,Giga Drain,Fire Blast,Sludge Bomb,Explosion,3027
,,Crobat,90,Sharp Beak,Sky Attack,Sludge Bomb,Shadow Ball,Super Fang,3934
,,Jolteon,91,Brightpowder,Thunderbolt,Hidden Power (Grass),Shadow Ball,Thunder Wave,3841
Route 4,BirdKeeper BIRD_KEEPER (8) HANK,Gligar,91,Soft Sand,Earthquake,Steel Wing,Wing Attack,Rock Slide,2106
,,Pidgeot,91,Sharp Beak,Sky Attack,Return,Steel Wing,Quick Attack,3354
,,Charizard,91,Charcoal,Fire Blast,Earthquake,Rock Slide,Thunderpunch,4075
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
(immediate),Picnicker PICNICKER (6) HOPE,Rapidash,91,Pink Bow,Megahorn,Double Edge,Fire Blast,Hi Jump Kick,3744
end of gauntlet,,Jumpluff,90,Focus Band,Sky Attack,Petal Dance,Sleep Powder,Hidden Power (Fire),3394
,,Golduck,91,Miracleberry,Hydro Pump,Ice Beam,Hypnosis,Psychic M,3393
,,Sandslash,90,Quick Claw,Earthquake,Ancientpower,Counter,Slash,3143
,,,,,,,,,
,,,,,,,,,
Route 25,Schoolboy SCHOOLBOY (7) DUDLEY,Houndoom,91,Blackglasses,Fire Blast,Crunch,Iron Tail,Hidden Power (Ice),3978
gauntlet,,Vileplume,91,Poison Barb,Sludge Bomb,Petal Dance,Hidden Power (Fire),Sleep Powder,3588
,,Rhydon,91,Silverpowder,Megahorn,Ancientpower,Earthquake,Double Edge,3978
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
(immediate),Lass LASS (11) ELLEN,Wigglytuff,91,Magnet,Hyper Beam,Blizzard,Thunder,Fire Blast,2125
,,Seaking,91,Nevermeltice,Megahorn,Waterfall,Ice Beam,Double Edge,3315
,,Delibird,91,Sharp Beak,Sky Attack,Steel Wing,Ice Beam,Submission,3568
,,Unown,100,Twistedspoon,Psychic M,Fire Blast,Blizzard,Thunder,1307
,,,,,,,,,
,,,,,,,,,
,Schoolboy SCHOOLBOY (8) JOE,Tangela,90,Quick Claw,Giga Drain,Ancientpower,Sleep Powder,Hidden Power (Fire),3201
,,Dunsparce,92,Leftovers,Double Edge,Rock Slide,Earthquake,Glare,2464
,,Steelix,88,Quick Claw,Iron Tail,Rock Slide,Earthquake,Explosion,3696
,,Dodrio,91,Miracleberry,Hi Jump Kick,Double Edge,Sky Attack,Steel Wing,3081
,,,,,,,,,
,,,,,,,,,
,Lass LASS (7) LAURA,Slowking,91,Leftovers,Psychic M,Recover,Ice Beam,Waterfall,3198
,,Ninetales,91,Miracleberry,Fire Blast,Psychic M,Iron Tail,Quick Attack,3471
,,Bellossom,90,Quick Claw,Petal Dance,Sleep Powder,Moonlight,Hidden Power (Fire),3548
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
(immediate),Camper CAMPER (6) LLOYD,Granbull,89,Quick Claw,Double Edge,Earthquake,Shadow Ball,Metronome,3394
,,Dugtrio,91,Soft Sand,Earthquake,Ancientpower,Submission,No Move,2983
,,Piloswine,91,Hard Stone,Earthquake,Ice Beam,Ancientpower,Body Slam,3120
,,Sunflora,91,Miracle Seed,Sleep Powder,Hidden Power (Fire),Growth,Giga Drain,2847
,,,,,,,,,
,,,,,,,,,
,Lass LASS (8) SHANNON,Raichu,92,Magnet,Surf,Petal Dance,Thunderbolt,Iron Tail,2405
,,Parasect,91,Quick Claw,Spore,Giga Drain,Leech Seed,Body Slam,2496
,,Arcanine,92,Leftovers,Extremespeed,Morning Sun,Flamethrower,Iron Tail,4199
,,Togetic,100,Leftovers,Softboiled,Metronome,No Move,No Move,2442
,,Misdreavus,92,Spell Tag,Shadow Ball,Hypnosis,Destiny Bond,Thunderbolt,2898
,,,,,,,,,
,SuperNerd SUPER_NERD (8) PAT,Snorlax,92,Leftovers,Body Slam,Rest,Sleep Talk,Earthquake,3036
,,Hitmonchan,92,Miracleberry,Hi Jump Kick,Earthquake,Mach Punch,Counter,2760
,,Magmar,92,Blackbelt I,Fire Blast,Cross Chop,Thunderpunch,Mach Punch,3292
,,Umbreon,92,Leftovers,Mean Look,Moonlight,Toxic,Night Shade,3883
,,Muk,92,Leftovers,Fire Blast,Sludge Bomb,Giga Drain,Destiny Bond,3095
,,Nidoqueen,92,Leftovers,Earthquake,Sludge Bomb,Megahorn,Blizzard,3824
Optional,CooltrainerM COOLTRAINERM (17) KEVIN,Jynx,92,Scope Lens,Psychic M,Ice Beam,Lovely Kiss,Destiny Bond,2700
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Cerulean City Gym,SwimmerM SWIMMERM (21) PARKER,Cloyster,90,Quick Claw,Explosion,Waterfall,Ice Beam,Tri Attack,3915
perma rain,,Quagsire,91,Quick Claw,Earthquake,Waterfall,Ancientpower,Recover,2671
,,Slowbro,91,Quick Claw,Recover,Psychic M,Waterfall,Earthquake,3198
,,Rhydon,90,Quick Claw,Earthquake,Rock Slide,Megahorn,Double Edge,3934
,,Lanturn,92,Leftovers,Waterfall,Thunderbolt,Ice Beam,Thunder Wave,3075
,,,,,,,,,
,SwimmerF SWIMMERF (18) DIANA,Blastoise,92,Leftovers,Light Screen,Waterfall,Earthquake,Blizzard,4140
,,Kabutops,92,Hard Stone,Ancientpower,Hydro Pump,Submission,Earthquake,3923
,,Octillery,91,Quick Claw,Fire Blast,Waterfall,Ice Beam,Sludge Bomb,3198
,,Mantine,93,Leftovers,Confuse Ray,Blizzard,Hyper Beam,Recover,3348
,,Sneasel,93,Nevermeltice,Beat Up,Ice Beam,Surf,Metal Claw,2630
,,,,,,,,,
(immediate),SwimmerF SWIMMERF (19) BRIANA,Feraligatr,91,Focus Band,Waterfall,Ice Beam,Earthquake,Crunch,4095
,,Poliwrath,93,Gold Berry,Cross Chop,Waterfall,Earthquake,Ice Beam,3686
,,Tentacruel,93,Focus Band,Mirror Coat,Waterfall,Giga Drain,Sludge Bomb,4085
,,Nidoking,93,Poison Barb,Surf,Sludge Bomb,Earthquake,Megahorn,3886
,,,,,,,,,
,,,,,,,,,
,Misty MISTY (1) MISTY,Starmie,94,Mystic Water,Hydro Pump,Thunder,Ice Beam,Psychic M,4169
,,Kingdra,94,Leftovers,Ice Beam,Octazooka,Rest,Sleep Talk,4169
,,Vaporeon,94,Leftovers,Waterfall,Growth,Rest,Sleep Talk,3948
,,Suicune,94,Mint Berry,Rest,Hidden Power (Electric),Ice Beam,Waterfall,4330
,,Lapras,94,Leftovers,Ice Beam,Thunder,Earthquake,Waterfall,4411
,,Misdreavus,94,Miracleberry,Thunder,Psychic M,Hidden Power (Water),Shadow Ball,2961
Route 1,Schoolboy SCHOOLBOY (5) DANNY,Jynx,93,Mystic Water,Ice Beam,Psychic M,Lovely Kiss,Hidden Power (Water),2730
,,Electabuzz,93,Miracleberry,Thunderbolt,Fire Punch,Psychic M,Ice Punch,3108
,,Magmar,93,Charcoal,Fire Blast,Thunderbolt,Cross Chop,Mach Punch,3328
,,Pidgeot,93,Leftovers,Sky Attack,Return,Extremespeed,Hidden Power (Fighting),3427
,,,,,,,,,
,,,,,,,,,
(immediate),CooltrainerF COOLTRAINERF (14) QUINN,Venusaur,94,Leftovers,Giga Drain,Sludge Bomb,Sleep Powder,Earthquake,4189
,,Starmie,94,Gold Berry,Waterfall,Ice Beam,Thunderbolt,Psychic M,4169
,,Heracross,94,Leftovers,Megahorn,Submission,Earthquake,Rock Slide,4028
,,Dugtrio,94,Hard Stone,Earthquake,Ancientpower,Sludge Bomb,Submission,3081
,,,,,,,,,
,,,,,,,,,
Route 21,SwimmerF SWIMMERF (17) NIKKI,Ledian,100,Focus Band,Light Screen,Reflect,Psychic M,Mach Punch,2871
,,Arbok,93,Quick Claw,Sludge Bomb,Earthquake,Glare,Giga Drain,2929
,,Dewgong,94,Leftovers,Waterfall,Attract,Hidden Power (Grass),Ice Beam,3545
,,Lanturn,94,Leftovers,Waterfall,Confuse Ray,Ice Beam,Thunderbolt,3142
,,,,,,,,,
,,,,,,,,,
(immediate),SwimmerM SWIMMERM (18) SETH,Quagsire,93,Focus Band,Earthquake,Waterfall,Ancientpower,Ice Beam,2730
,,Golduck,94,Leftovers,Hydro Pump,Ice Beam,Hypnosis,Psychic M,3504
,,Qwilfish,94,Pink Bow,Sludge Bomb,Waterfall,Explosion,Return,2014
,,Omastar,94,Mystic Water,Waterfall,Ice Beam,Ancientpower,Hidden Power (Electric),4008
,,Kabutops,94,Hard Stone,Ancientpower,Waterfall,Ice Beam,Submission,4008
,,,,,,,,,
Route 19,SwimmerM SWIMMERM (14) JEROME,Raichu,95,Miracleberry,Thunderbolt,Surf,Petal Dance,Hidden Power (Fire),2483
gauntlet,,Qwilfish,95,Poison Barb,Sludge Bomb,Spikes,Explosion,Waterfall,2035
,,Kangaskhan,95,Pink Bow,Return,Earthquake,Shadow Ball,Rock Slide,3562
,,Persian,95,Pink Bow,Double Edge,Hypnosis,Hidden Power (Fighting),Shadow Ball,3012
,,Quagsire,95,Leftovers,Waterfall,Earthquake,Ice Beam,Sludge Bomb,2788
,,,,,,,,,
,SwimmerM SWIMMERM (1) HAROLD,Octillery,93,Quick Claw,Hydro Pump,Fire Blast,Blizzard,Sludge Bomb,3268
,,Gyarados,95,Leftovers,Earthquake,Hydro Pump,Hidden Power (Flying),Fire Blast,4356
,,Tauros,95,Soft Sand,Earthquake,Surf,Double Edge,Shadow Ball,4295
,,Xatu,93,Brightpowder,Giga Drain,Psychic M,Drill Peck,Light Screen,3407
,,,,,,,,,
,,,,,,,,,
,SwimmerF SWIMMERF (12) DAWN,Gyarados,95,Leftovers,Double Edge,Waterfall,Earthquake,Hidden Power (Flying),4356
,,Skarmory,95,Leftovers,Metal Claw,Detect,Spikes,Drill Peck,3420
,,Feraligatr,95,Miracleberry,Waterfall,Ice Beam,Earthquake,Submission,4275
,,Victreebel,93,Quick Claw,Sludge Bomb,Hidden Power (Fire),Toxic,Giga Drain,3806
,,Starmie,95,Miracleberry,Hydro Pump,Thunderbolt,Psychic M,Ice Beam,4213
,,,,,,,,,
Route 20,SwimmerF SWIMMERF (15) LORI,Lanturn,96,Leftovers,Waterfall,Thunderbolt,Ice Beam,Thunder Wave,3209
,,Charizard,96,Scope Lens,Flamethrower,Thunderpunch,Earthquake,Crunch,4299
,,Cloyster,92,Focus Band,Waterfall,Ice Beam,Explosion,No Move,4002
,,Jumpluff,100,Leftovers,Leech Seed,Toxic,Giga Drain,Detect,3771
,,Rhydon,96,Gold Berry,Earthquake,Surf,Ancientpower,Double Edge,4196
,,,,,,,,,
end of gauntlet,SwimmerF SWIMMERF (14) NICOLE,Tentacruel,95,Miracleberry,Waterfall,Giga Drain,Sludge Bomb,Ice Beam,4173
,,Vaporeon,95,Leftovers,Waterfall,Ice Beam,Hidden Power (Grass),Recover,3990
,,Nidoqueen,95,Charcoal,Fire Blast,Iron Tail,Earthquake,Sludge Bomb,3949
,,Gyarados,96,Miracleberry,Earthquake,Double Edge,Hidden Power (Flying),Fire Blast,4402
,,Lapras,96,Leftovers,Waterfall,Psychic M,Ice Beam,Thunderbolt,4505
,,,,,,,,,
Cinnabar City Gym,Blaine BLAINE (1) BLAINE,Typhlosion,97,Charcoal,Fire Blast,Solarbeam,Earthquake,Submission,4344
perma sun,,Tangela,97,Quick Claw,Solarbeam,Ancientpower,Earthquake,Giga Drain,3450
,,Kangaskhan,97,Leftovers,Double Edge,Earthquake,Rest,Sleep Talk,3637
,,Gyarados,97,Pink Bow,Double Edge,Fire Blast,Hidden Power (Flying),Earthquake,4448
,,Moltres,97,Leftovers,Solarbeam,Morning Sun,Sky Attack,Fire Blast,4510
,,Ninetales,97,Nevermeltice,Psychic M,Solarbeam,Hidden Power (Ice),Sacred Fire,3699
Viridian City Gym,Blue BLUE (1) BLUE,Alakazam,98,Brightpowder,Psychic M,Fire Punch,Thunderpunch,Ice Punch,3906
,,Blastoise,98,Leftovers,Hydro Pump,Blizzard,Mirror Coat,Earthquake,4410
,,Arcanine,98,Leftovers,Hidden Power (Grass),Fire Blast,Extremespeed,Iron Tail,4473
,,Dodrio,98,Sharp Beak,Sky Attack,Submission,Double Edge,Steel Wing,3318
,,Tyranitar,98,Miracleberry,Crunch,Earthquake,Ancientpower,Thunderbolt,4578
,,Tauros,98,Pink Bow,Double Edge,Earthquake,Iron Tail,Fire Blast,4431
Mt. Silver,Will WILL (2) WILL,Starmie,100,Mystic Water,Hydro Pump,Ice Beam,Psychic M,Thunderbolt,4435
,,Misdreavus,100,Miracleberry,Hypnosis,Thunderbolt,Hidden Power (Fire),Pain Split,3150
,,Celebi,100,Leftovers,Ancientpower,Psychic M,Giga Drain,Hidden Power (Fire),1371
,,Articuno,100,Twistedspoon,Ice Beam,Sky Attack,Hidden Power (Grass),Psychic M,4607
,,Slowbro,100,Leftovers,Waterfall,Psychic M,Ice Beam,Fire Blast,3514
,,Raikou,100,Magnet,Thunderbolt,Crunch,Hidden Power (Water),Reflect,4628
,Koga KOGA (2) KOGA,Crobat,100,Sharp Beak,Sky Attack,Sludge Bomb,Super Fang,Giga Drain,4371
,,Muk,100,Quick Claw,Sludge Bomb,Fire Blast,Giga Drain,Explosion,3364
,,Scizor,100,Quick Claw,Double Edge,Metal Claw,Submission,Hidden Power (Bug),4285
,,Suicune,100,Leftovers,Sleep Talk,Rest,Waterfall,Ice Beam,4607
,,Zapdos,100,Leftovers,Double Team,Thunderbolt,Drill Peck,Hidden Power (Grass),4628
